cod_pobla,iso3_pobla,año_pobla,poblacion
710,ZAF,2024,64007000
894,ZMB,1990,7786000
894,ZMB,1995,8785000
894,ZMB,2000,10017000
894,ZMB,2005,11718000
894,ZMB,2010,13965000
894,ZMB,2015,16399000
894,ZMB,2020,19059000
894,ZMB,2024,21314000
716,ZWE,1990,10137000
716,ZWE,1995,10974000
716,ZWE,2000,11892000
716,ZWE,2005,12483000
716,ZWE,2010,13356000
716,ZWE,2015,14399000
716,ZWE,2020,15526000
716,ZWE,2024,16634000
